source,category,activity,confidence,last_updated,name,intention,first_seen,metadata,tor,rdns_parent,link,org,os,asn,rdns
,worm,,high,2019-04-29T02:38:04Z,ETERNAL_MS17_010,malicious,2019-04-29T00:58:40Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-29T00:58:57Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-04-29T00:58:57Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-04-29T00:58:46Z,SMB_SCANNER_LOW,,2019-04-29T00:58:30Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-29T00:58:40Z,ETERNAL_MS17_010,malicious,2019-04-29T00:58:40Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-24T04:18:05Z,SMB_SCANNER_HIGH,,2019-04-22T07:23:56Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-24T02:35:33Z,SMB_SCANNER_HIGH,,2019-04-22T07:23:56Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-23T07:21:42Z,SMB_SCANNER_HIGH,,2019-04-22T07:23:56Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-23T01:38:46Z,SMB_SCANNER_HIGH,,2019-04-22T07:23:56Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-22T09:14:14Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-04-22T07:24:20Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-22T09:14:04Z,SMB_SCANNER_HIGH,,2019-04-22T07:23:56Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-22T09:14:01Z,ETERNAL_MS17_010,malicious,2019-04-22T07:24:07Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,high,2019-04-22T08:31:01Z,SMB_SCANNER_HIGH,,2019-04-08T05:31:03Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-22T07:24:20Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-04-22T07:24:20Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-04-22T07:24:10Z,SMB_SCANNER_LOW,,2019-04-22T07:23:56Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-22T07:24:07Z,ETERNAL_MS17_010,malicious,2019-04-22T07:24:07Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-18T01:31:38Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-04-15T08:51:21Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-18T01:31:28Z,SMB_SCANNER_HIGH,,2019-04-18T01:28:22Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-18T01:31:24Z,ETERNAL_MS17_010,malicious,2019-04-15T08:51:08Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-15T08:51:21Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-04-15T08:51:21Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-04-15T08:51:11Z,SMB_SCANNER_LOW,,2019-04-15T08:48:12Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-15T08:51:08Z,ETERNAL_MS17_010,malicious,2019-04-15T08:51:08Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-11T03:16:02Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-04-10T10:17:10Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-11T03:15:52Z,SMB_SCANNER_HIGH,,2019-04-08T05:31:03Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-11T03:15:49Z,ETERNAL_MS17_010,malicious,2019-04-10T10:16:56Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-11T02:44:23Z,SMB_SCANNER_HIGH,,2019-04-08T05:31:03Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-10T10:17:10Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-04-10T10:17:10Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-10T10:16:59Z,SMB_SCANNER_HIGH,,2019-04-08T05:31:03Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-10T10:16:56Z,ETERNAL_MS17_010,malicious,2019-04-10T10:16:56Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,high,2019-04-10T08:47:18Z,SMB_SCANNER_HIGH,,2019-04-08T05:31:03Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-10T08:03:01Z,SMB_SCANNER_HIGH,,2019-04-08T05:31:03Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-10T04:50:48Z,SMB_SCANNER_HIGH,,2019-04-08T05:31:03Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-09T06:50:05Z,SMB_SCANNER_HIGH,,2019-04-08T05:31:03Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-09T04:37:38Z,LOOKS_LIKE_ETERNALBLUE,malicious,2019-04-08T05:31:03Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,high,2019-04-09T02:59:22Z,SMB_SCANNER_HIGH,,2019-04-08T05:31:03Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-08T05:46:10Z,SMB_SCANNER_HIGH,,2019-04-08T05:31:03Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-05T05:34:53Z,SMB_SCANNER_HIGH,,2019-04-04T02:47:44Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-05T03:34:54Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-04-04T04:34:57Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-05T03:34:44Z,SMB_SCANNER_HIGH,,2019-04-04T02:47:44Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-05T03:34:41Z,ETERNAL_MS17_010,malicious,2019-04-04T04:34:44Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-04T05:05:31Z,SMB_SCANNER_HIGH,,2019-04-04T02:47:44Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-04T04:34:57Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-04-04T04:34:57Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-04-04T04:34:44Z,ETERNAL_MS17_010,malicious,2019-04-04T04:34:44Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-04-04T03:49:49Z,LOOKS_LIKE_ETERNALBLUE,malicious,2019-04-04T02:47:44Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-04-04T02:53:27Z,SMB_SCANNER_LOW,,2019-04-04T02:47:44Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-28T10:17:48Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-03-25T08:51:38Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-03-28T10:17:38Z,SMB_SCANNER_HIGH,,2019-03-25T08:47:05Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-28T10:17:35Z,ETERNAL_MS17_010,malicious,2019-03-25T08:51:25Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-03-28T07:47:46Z,LOOKS_LIKE_ETERNALBLUE,malicious,2019-03-25T08:47:05Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-03-28T05:45:20Z,SMB_SCANNER_HIGH,,2019-03-25T08:47:05Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-03-27T07:04:42Z,SMB_SCANNER_HIGH,,2019-03-25T08:47:05Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-26T01:39:50Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-03-25T08:51:38Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-03-26T01:39:40Z,SMB_SCANNER_HIGH,,2019-03-25T08:47:05Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-26T01:39:36Z,ETERNAL_MS17_010,malicious,2019-03-25T08:51:25Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-25T08:51:38Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-03-25T08:51:38Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-03-25T08:51:28Z,SMB_SCANNER_LOW,,2019-03-25T08:47:05Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-25T08:51:25Z,ETERNAL_MS17_010,malicious,2019-03-25T08:51:25Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-03-22T04:16:44Z,SMB_SCANNER_HIGH,,2019-03-18T10:30:51Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-03-21T04:04:20Z,SMB_SCANNER_HIGH,,2019-03-18T10:30:51Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-03-20T08:00:26Z,SMB_SCANNER_LOW,,2019-03-11T02:16:15Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-18T10:31:15Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-03-13T04:19:57Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-03-18T10:31:05Z,SMB_SCANNER_LOW,,2019-03-11T02:16:15Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-18T10:31:01Z,ETERNAL_MS17_010,malicious,2019-03-13T04:19:43Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-18T04:49:56Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-03-13T04:19:57Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-03-18T04:49:45Z,SMB_SCANNER_LOW,,2019-03-11T02:16:15Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-18T04:49:42Z,ETERNAL_MS17_010,malicious,2019-03-13T04:19:43Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-03-15T06:52:48Z,SMB_SCANNER_HIGH,,2019-03-11T02:16:15Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-15T06:22:47Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-03-13T04:19:57Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-15T06:22:34Z,ETERNAL_MS17_010,malicious,2019-03-13T04:19:43Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-13T04:19:57Z,EQUATIONGROUP_ETERNAL_MS17_010,malicious,2019-03-13T04:19:57Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-03-13T04:19:46Z,SMB_SCANNER_HIGH,,2019-03-11T02:16:15Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,high,2019-03-13T04:19:43Z,ETERNAL_MS17_010,malicious,2019-03-13T04:19:43Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,worm,,low,2019-03-12T10:12:59Z,SMB_SCANNER_HIGH,,2019-03-11T02:16:15Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
,activity,,low,2019-03-11T02:16:15Z,SMB_SCANNER_LOW,,2019-03-11T02:16:15Z,"{u'datacenter': u'', u'tor': False, u'rdns_parent': u'', u'link': u'Ethernet or modem', u'org': u'PT TELKOM INDONESIA', u'os': u'Windows 7/8', u'asn': u'AS17974', u'rdns': u''}",,,,,,,
